spec,spec_id,gamma_ebic,wave,trust_stratum,n_cc,context_id,network_id,edge_id,from,to,edge_a,edge_b,sample_weight,boot_mean,boot_sd,ci_low,ci_high,prop_nonzero,n_boot
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__USE2_HANDWASH20__USE2_MASK,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.165560132496843,0.16918962036049243,0.05627799746705126,0.060136224394048234,0.2758083037387522,0.997,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__USE2_AVOID__USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.13875183343859984,0.1347456152914753,0.05162234337549032,0.0311399679520822,0.23641002692925744,0.987,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__SEVERITY__USE2_AVOID,SEVERITY,USE2_AVOID,SEVERITY,USE2_AVOID,0.12878097071743183,0.13292896401959226,0.049419315000004564,0.02977651721873509,0.22443832138574638,0.991,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__SEVERITY__USE2_SPACE150,SEVERITY,USE2_SPACE150,SEVERITY,USE2_SPACE150,0.10312587081840074,0.11754315723821601,0.05599880912847617,0,0.22474687392726186,0.966,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__SEVERITY__WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,0.08820747604566592,0.0902874862070187,0.05032964840029475,0,0.192539806250005,0.941,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__AFF_FEAR__USE2_AVOID,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.0711979993106094,0.0638247174260621,0.04443192532951652,0,0.15410074799887066,0.873,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__AFF_WORRY__WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.06735649094168877,0.07068623397265625,0.054088699912451854,0,0.18105908648541105,0.84,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__AFF_WORRY__SEVERITY,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.06675690200658144,0.06430829971358408,0.04906781237090556,0,0.16499617876754544,0.843,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__USE2_MASK__WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.053866537909614806,0.06394345783421344,0.05071570588522421,0,0.1705830082253147,0.778,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__USE2_AVOID__USE2_MASK,USE2_AVOID,USE2_MASK,USE2_AVOID,USE2_MASK,0.03308568829570621,0.04650080546508764,0.04496669023430596,0,0.14731318482949507,0.707,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__AFF_WORRY__USE2_AVOID,AFF_WORRY,USE2_AVOID,AFF_WORRY,USE2_AVOID,0.031862348312055325,0.041304766429030484,0.043060445147001906,0,0.1371990658622132,0.687,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__USE2_AVOID__WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.030996098513727748,0.038196758779564625,0.04125049789014536,0,0.13611576962707003,0.657,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__AFF_WORRY__USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,0.024570535966926942,0.02806857559791035,0.03377720884414755,0,0.11080990919308423,0.568,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,0.024551824357537444,0.030391283563795047,0.039029837942955246,0,0.117806543233708,0.579,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__USE2_SPACE150__WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,0.0237027217455138,0.03420988211154367,0.04179710288232055,0,0.1365443150634147,0.595,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__SEVERITY__USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,0.01883823092558631,0.03847102653544643,0.039166729766299556,0,0.1311278149095975,0.674,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__AFF_FEAR__USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,0.016200166002796276,0.022033859540049997,0.028966647838666267,0,0.09278805882266583,0.512,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__AFF_FEAR__USE2_MASK,AFF_FEAR,USE2_MASK,AFF_FEAR,USE2_MASK,0,0.025998004343030828,0.03802412364769238,0,0.12742645211508555,0.457,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__AFF_FEAR__USE2_SPACE150,AFF_FEAR,USE2_SPACE150,AFF_FEAR,USE2_SPACE150,0,-0.0074565046678808046,0.027992801334605466,-0.09995455335892006,0.011270608684412922,0.144,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__AFF_WORRY__USE2_MASK,AFF_WORRY,USE2_MASK,AFF_WORRY,USE2_MASK,0,-0.004833812886550042,0.021929055303479193,-0.08155021641611579,0.002723408324936621,0.104,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__AFF_WORRY__USE2_SPACE150,AFF_WORRY,USE2_SPACE150,AFF_WORRY,USE2_SPACE150,0,0.00544629936242794,0.019987132801307768,0,0.05727274342380372,0.2,1000
g075,gamma_075,0.75,55,high,309,ctx_w55_high,net_g075_w55_high,net_g075_w55_high__SEVERITY__USE2_MASK,SEVERITY,USE2_MASK,SEVERITY,USE2_MASK,0,-0.051258634452539635,0.06502683354343043,-0.19641125316593952,0,0.471,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_FEAR__AFF_WORRY,AFF_FEAR,AFF_WORRY,AFF_FEAR,AFF_WORRY,0.5527480127279474,0.5490110333107993,0.0452838953487748,0.4559371531069401,0.6349895533509997,1,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__USE2_MASK__USE2_SPACE150,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.327032216961362,0.3218694345813288,0.04913718304812003,0.2258648590052096,0.415572096037232,1,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__USE2_AVOID__USE2_SPACE150,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.277096243350879,0.27449437102273627,0.05099231142746228,0.17139678792465832,0.3657601377701651,1,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_FEAR__SEVERITY,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.267758140236528,0.26126650335982354,0.052294006468543736,0.1587146219034277,0.3618271735366108,1,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__USE2_HANDWASH20__USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.230419916269903,0.22489793579362347,0.052499183622467555,0.12551234535781766,0.32732754856834934,1,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__SEVERITY__WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,0.18673946897873334,0.17964701146109963,0.05551954951683754,0.0694328822996658,0.2913078671306151,0.999,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__USE2_AVOID__USE2_MASK,USE2_AVOID,USE2_MASK,USE2_AVOID,USE2_MASK,0.15832102143895202,0.15430104328534094,0.04382154663957235,0.06731895225383508,0.237281385144261,1,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__USE2_HANDWASH20__USE2_MASK,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.147115905845485,0.14754186309140097,0.051565319970134735,0.04956843904849094,0.2526448817742371,1,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,0.14212799711894894,0.13625638511077526,0.04352546476231259,0.046477206518363984,0.22427694663598183,1,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__USE2_MASK__WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.13870368177811543,0.12745951144050777,0.04858342572210094,0.032449530306586545,0.22194979988910757,0.994,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__USE2_AVOID__USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.12193853626860328,0.12380550777109658,0.04744056173952096,0.027445146535893476,0.210052782114997,0.996,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_WORRY__WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.1110523373220375,0.10577589578782655,0.051640090118663974,0,0.21277803404756016,0.966,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_FEAR__USE2_AVOID,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.10736777239394048,0.10047351988195853,0.04672064230041621,0.002157763361323177,0.19075208907914457,0.976,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_FEAR__WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,0.09586571542963106,0.10194328039247474,0.04802438912690248,0.009434563865975226,0.1946271520756334,0.978,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_WORRY__SEVERITY,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.08234381910476314,0.08442504289871247,0.05429554414729427,0,0.19372538295051317,0.914,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_WORRY__USE2_SPACE150,AFF_WORRY,USE2_SPACE150,AFF_WORRY,USE2_SPACE150,0.07054136225720918,0.065407000086853,0.036540809154183104,0,0.1392366177515983,0.953,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_WORRY__USE2_AVOID,AFF_WORRY,USE2_AVOID,AFF_WORRY,USE2_AVOID,0.06248611212904433,0.062463114079402964,0.04397465863097834,0,0.15603541149636194,0.879,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__USE2_AVOID__WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.031643810010474976,0.037958835892061234,0.038548224661768056,0,0.1245629297490788,0.701,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__SEVERITY__USE2_MASK,SEVERITY,USE2_MASK,SEVERITY,USE2_MASK,0.017327009891750893,0.020411298661236518,0.03203057177516897,0,0.10513947463995965,0.506,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_WORRY__USE2_MASK,AFF_WORRY,USE2_MASK,AFF_WORRY,USE2_MASK,0.015562823994126534,0.023042877270717292,0.029186670389284727,0,0.08839033538034913,0.595,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__SEVERITY__USE2_AVOID,SEVERITY,USE2_AVOID,SEVERITY,USE2_AVOID,0.014995473922375263,0.02132066194432696,0.029468026613469048,0,0.0935148456606742,0.565,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__SEVERITY__USE2_SPACE150,SEVERITY,USE2_SPACE150,SEVERITY,USE2_SPACE150,0.013681327594707233,0.017020027831234182,0.025829746484426284,0,0.08697546353970166,0.482,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__SEVERITY__USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,0.00463087068002591,0.01949407053688862,0.029605444879055844,0,0.09781075862147988,0.465,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_FEAR__USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,0,-0.013082345392389267,0.02940700890364112,-0.10087053347846296,0,0.231,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_FEAR__USE2_MASK,AFF_FEAR,USE2_MASK,AFF_FEAR,USE2_MASK,0,0.0038465923133524206,0.0127731155554281,0,0.04592001590361506,0.204,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_FEAR__USE2_SPACE150,AFF_FEAR,USE2_SPACE150,AFF_FEAR,USE2_SPACE150,0,0.0037989599399735692,0.016798000743654135,0,0.05460926346439904,0.197,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__AFF_WORRY__USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,0,0.00511511638973491,0.01992631698949384,-0.01571886904899887,0.060836709772940506,0.231,1000
g075,gamma_075,0.75,55,low,376,ctx_w55_low,net_g075_w55_low,net_g075_w55_low__USE2_SPACE150__WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,0,0.008676266560683274,0.024935933833895408,-5.778549392874197e-4,0.0688494818776245,0.336,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_FEAR__AFF_WORRY,AFF_FEAR,AFF_WORRY,AFF_FEAR,AFF_WORRY,0.5311444236929834,0.5222844288432085,0.048915838511170526,0.4248977995957087,0.6144976349224567,1,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__USE2_AVOID__USE2_SPACE150,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.261466332588217,0.24919804044372285,0.04740863660244434,0.1531227789476253,0.33794058050893355,1,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__USE2_MASK__USE2_SPACE150,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.2533734286086674,0.2515641608762153,0.06391991764984441,0.13088877356213047,0.3778741499001563,1,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_FEAR__SEVERITY,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.18447292932442755,0.1741519826975634,0.050256047178721903,0.07470616042114836,0.2738688553490905,1,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__USE2_HANDWASH20__USE2_MASK,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.17954494510549457,0.1761247833070251,0.049044657381291684,0.08871482676383452,0.27327878386405574,1,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__USE2_HANDWASH20__USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.16746433660043636,0.16537800386117044,0.04820577972292069,0.07492643501705605,0.25656855096058473,0.999,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__USE2_AVOID__USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.1614160941065311,0.15712445779676046,0.04428931223973514,0.06734686196353845,0.2424256149101376,1,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_FEAR__WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,0.12921511314181774,0.11869651597353983,0.04815174591060095,0.026831733158165068,0.21440332312921515,0.99,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__SEVERITY__USE2_AVOID,SEVERITY,USE2_AVOID,SEVERITY,USE2_AVOID,0.1270750339510436,0.12772709061378215,0.04687821067143387,0.037248840057345356,0.21900625556967201,1,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__SEVERITY__USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,0.10326597434691034,0.10307529161880946,0.04719804847823941,0,0.19633936596512266,0.971,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__USE2_AVOID__WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.09383266926754759,0.08709968725177489,0.04637816009054238,0,0.18249617078175143,0.948,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,0.07665823322751054,0.07389059983579656,0.04923145659882601,0,0.17517148267522525,0.888,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__USE2_MASK__WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.07410274364323768,0.0713857793513142,0.051828036558864116,0,0.18145348500167102,0.839,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_WORRY__USE2_AVOID,AFF_WORRY,USE2_AVOID,AFF_WORRY,USE2_AVOID,0.06856159433914215,0.05816817296357554,0.040680325576201735,0,0.1418676825923101,0.874,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__SEVERITY__USE2_SPACE150,SEVERITY,USE2_SPACE150,SEVERITY,USE2_SPACE150,0.06547783526443958,0.06431812694630253,0.04428989847807562,0,0.1606656588537178,0.902,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_WORRY__WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.05339893732043959,0.056571614750807714,0.04631973351464015,0,0.15593210257068515,0.817,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_FEAR__USE2_AVOID,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.0470292017152531,0.0507922434093313,0.04142194014148053,0,0.13946599763631307,0.805,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__USE2_SPACE150__WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,0.03672454288717526,0.03907278797418661,0.043812165222703786,0,0.13871143440970773,0.641,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_WORRY__SEVERITY,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.02232054637357074,0.03183339118885324,0.03947636485029382,0,0.1305319788960951,0.586,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_FEAR__USE2_SPACE150,AFF_FEAR,USE2_SPACE150,AFF_FEAR,USE2_SPACE150,0.011277129314865878,0.01602763100514262,0.02631122686892265,0,0.08816481028274863,0.416,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__USE2_AVOID__USE2_MASK,USE2_AVOID,USE2_MASK,USE2_AVOID,USE2_MASK,0.008019455233605326,0.023704159825646554,0.03192776904407801,0,0.10469632497752283,0.512,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_FEAR__USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR,USE2_HANDWASH20,0,-0.002670351353310772,0.015917852931160596,-0.05539511866137723,0.007215000020138343,0.09,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_FEAR__USE2_MASK,AFF_FEAR,USE2_MASK,AFF_FEAR,USE2_MASK,0,1.747870341848264e-4,0.01751593607573911,-0.050750769045704254,0.04221060339235906,0.14,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_WORRY__USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY,USE2_HANDWASH20,0,0.006650312572679904,0.017440091138968036,0,0.06360661489038921,0.203,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_WORRY__USE2_MASK,AFF_WORRY,USE2_MASK,AFF_WORRY,USE2_MASK,0,0.008536637335569006,0.02042089936308872,0,0.06944803653812466,0.237,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__AFF_WORRY__USE2_SPACE150,AFF_WORRY,USE2_SPACE150,AFF_WORRY,USE2_SPACE150,0,0.011348933875788034,0.023024808612088814,0,0.07806470340072579,0.332,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__SEVERITY__USE2_MASK,SEVERITY,USE2_MASK,SEVERITY,USE2_MASK,0,-0.019463963747505898,0.0399085316239328,-0.13191225136856008,0,0.24,1000
g075,gamma_075,0.75,56,high,351,ctx_w56_high,net_g075_w56_high,net_g075_w56_high__SEVERITY__WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,0,0.011042509614261176,0.022531402323441675,0,0.07445695909969581,0.328,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__AFF_FEAR__AFF_WORRY,AFF_FEAR,AFF_WORRY,AFF_FEAR,AFF_WORRY,0.5221423376802454,0.5098849367018018,0.039006714412155474,0.43452610331067687,0.5875437290704689,1,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__USE2_MASK__USE2_SPACE150,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.35002775156231636,0.3406665977757618,0.04841824730029844,0.2445120762383741,0.43475520770725506,1,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__USE2_AVOID__USE2_SPACE150,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.2674777242139272,0.2611101732130792,0.048624253128407166,0.1680294617284854,0.35520406539088084,1,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__AFF_WORRY__SEVERITY,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.2505303401680201,0.2483126773395342,0.04889390626668221,0.15273176930480042,0.3419303276579597,1,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__USE2_HANDWASH20__USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.2402468056559029,0.2374442299056058,0.05214114689830222,0.143444488088846,0.3482650973958121,1,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__AFF_FEAR__SEVERITY,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.2227164780470164,0.22116043330591423,0.052151373193275986,0.12187125609061465,0.31937449709119914,0.999,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__USE2_AVOID__USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.1932708761353184,0.18806055788907344,0.05288757661485548,0.08232162511484607,0.2962692977122049,1,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__AFF_WORRY__WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.16652982430881774,0.16173575024205267,0.04943924106246721,0.06447513619033568,0.25482363069012204,0.998,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__SEVERITY__USE2_AVOID,SEVERITY,USE2_AVOID,SEVERITY,USE2_AVOID,0.14666766730118003,0.13185365160924314,0.044492715410301156,0.04240442875563704,0.21993375653223718,0.998,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__USE2_HANDWASH20__USE2_MASK,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.14032709015433636,0.13664722129157503,0.05155105041600647,0.03903029210297966,0.2344524179409065,0.996,1000
g075,gamma_075,0.75,56,low,383,ctx_w56_low,net_g075_w56_low,net_g075_w56_low__AFF_WORRY__USE2_MASK,AFF_WORRY,USE2_MASK,AFF_WORRY,USE2_MASK,0.12229661705761409,0.11028521687331332,0.03742476305766405,0.03834879991134575,0.1852476369573989,0.998,1000
